,anomalyExtent,_time,epoc
162,8.765755799999988,2019-02-04T21:39:21.662351Z,1549334361.0
163,8.973092799999955,2019-02-04T22:39:21.662351Z,1549337961.0
164,9.286577699999976,2019-02-04T23:39:21.662351Z,1549341561.0
165,9.525304999999998,2019-02-05T00:39:21.662351Z,1549345161.0
166,9.412650000000008,2019-02-05T01:39:21.662351Z,1549348761.0
167,9.490125699999988,2019-02-05T02:39:21.662351Z,1549352361.0
168,9.423727500000007,2019-02-05T03:39:21.662351Z,1549355961.0
169,9.383809400000013,2019-02-05T04:39:21.662351Z,1549359561.0
170,9.607903200000004,2019-02-05T05:39:21.662351Z,1549363161.0
171,9.819799900000016,2019-02-05T06:39:21.662351Z,1549366761.0
172,9.717330900000002,2019-02-05T07:39:21.662351Z,1549370361.0
173,9.555329999999993,2019-02-05T08:39:21.662351Z,1549373961.0
174,9.4681285,2019-02-05T09:39:21.662351Z,1549377561.0
175,9.44885269999997,2019-02-05T10:39:21.662351Z,1549381161.0
176,9.480949099999998,2019-02-05T11:39:21.662351Z,1549384761.0
177,9.488741599999992,2019-02-05T12:39:21.662351Z,1549388361.0
178,9.398577599999976,2019-02-05T13:39:21.662351Z,1549391961.0
179,9.262087599999996,2019-02-05T14:39:21.662351Z,1549395561.0
180,9.33773299999998,2019-02-05T15:39:21.662351Z,1549399161.0
181,9.431245699999971,2019-02-05T16:39:21.662351Z,1549402761.0
182,9.187764099999976,2019-02-05T17:39:21.662351Z,1549406361.0
183,9.056755599999997,2019-02-05T18:39:21.662351Z,1549409961.0
184,9.249447599999991,2019-02-05T19:39:21.662351Z,1549413561.0
185,9.298101099999991,2019-02-05T20:39:21.662351Z,1549417161.0
186,9.429075299999989,2019-02-05T21:39:21.662351Z,1549420761.0
187,9.242984000000002,2019-02-05T22:39:21.662351Z,1549424361.0
188,9.063164499999994,2019-02-05T23:39:21.662351Z,1549427961.0
189,9.130320199999995,2019-02-06T00:39:21.662351Z,1549431561.0
190,8.966302899999983,2019-02-06T01:39:21.662351Z,1549435161.0
191,8.95676539999999,2019-02-06T02:39:21.662351Z,1549438761.0
192,9.145942799999967,2019-02-06T03:39:21.662351Z,1549442361.0
193,9.399275000000012,2019-02-06T04:39:21.662351Z,1549445961.0
194,9.231458400000003,2019-02-06T05:39:21.662351Z,1549449561.0
195,9.461253899999997,2019-02-06T06:39:21.662351Z,1549453161.0
196,9.476194699999974,2019-02-06T07:39:21.662351Z,1549456761.0
197,9.474198299999978,2019-02-06T08:39:21.662351Z,1549460361.0
198,9.443862799999971,2019-02-06T09:39:21.662351Z,1549463961.0
199,9.394424399999986,2019-02-06T10:39:21.662351Z,1549467561.0
200,9.402779599999997,2019-02-06T11:39:21.662351Z,1549471161.0
201,9.407314499999979,2019-02-06T12:39:21.662351Z,1549474761.0
202,9.486256699999979,2019-02-06T13:39:21.662351Z,1549478361.0
203,9.47515699999999,2019-02-06T14:39:21.662351Z,1549481961.0
204,9.62436769999996,2019-02-06T15:39:21.662351Z,1549485561.0
205,9.603386199999983,2019-02-06T16:39:21.662351Z,1549489161.0
206,9.99925979999997,2019-02-06T17:39:21.662351Z,1549492761.0
207,10.025126299999977,2019-02-06T18:39:21.662351Z,1549496361.0
208,9.963399599999997,2019-02-06T19:39:21.662351Z,1549499961.0
209,10.291593900000004,2019-02-06T20:39:21.662351Z,1549503561.0
210,10.176150099999996,2019-02-06T21:39:21.662351Z,1549507161.0
211,10.398891799999996,2019-02-06T22:39:21.662351Z,1549510761.0
212,10.348193900000007,2019-02-06T23:39:21.662351Z,1549514361.0
213,10.558752299999975,2019-02-07T00:39:21.662351Z,1549517961.0
214,10.758025799999979,2019-02-07T01:39:21.662351Z,1549521561.0
215,10.695834299999968,2019-02-07T02:39:21.662351Z,1549525161.0
216,10.630634500000008,2019-02-07T03:39:21.662351Z,1549528761.0
217,10.651000299999987,2019-02-07T04:39:21.662351Z,1549532361.0
218,10.85732259999997,2019-02-07T05:39:21.662351Z,1549535961.0
219,10.743401699999987,2019-02-07T06:39:21.662351Z,1549539561.0
220,10.572486099999987,2019-02-07T07:39:21.662351Z,1549543161.0
221,10.741223100000008,2019-02-07T08:39:21.662351Z,1549546761.0
222,10.963708099999986,2019-02-07T09:39:21.662351Z,1549550361.0
223,10.759270199999998,2019-02-07T10:39:21.662351Z,1549553961.0
224,10.711298099999988,2019-02-07T11:39:21.662351Z,1549557561.0
225,10.966848199999982,2019-02-07T12:39:21.662351Z,1549561161.0
226,10.78531709999998,2019-02-07T13:39:21.662351Z,1549564761.0
227,10.78077469999999,2019-02-07T14:39:21.662351Z,1549568361.0
228,10.793981999999994,2019-02-07T15:39:21.662351Z,1549571961.0
229,10.834624900000017,2019-02-07T16:39:21.662351Z,1549575561.0
230,10.936529299999984,2019-02-07T17:39:21.662351Z,1549579161.0
231,10.695454500000006,2019-02-07T18:39:21.662351Z,1549582761.0
232,10.657520099999994,2019-02-07T19:39:21.662351Z,1549586361.0
233,10.861519399999986,2019-02-07T20:39:21.662351Z,1549589961.0
234,10.912884400000019,2019-02-07T21:39:21.662351Z,1549593561.0
235,11.061958199999987,2019-02-07T22:39:21.662351Z,1549597161.0
236,10.89665029999997,2019-02-07T23:39:21.662351Z,1549600761.0
237,11.05718309999997,2019-02-08T00:39:21.662351Z,1549604361.0
238,11.107010099999991,2019-02-08T01:39:21.662351Z,1549607961.0
239,11.06333419999998,2019-02-08T02:39:21.662351Z,1549611561.0
240,10.951350499999984,2019-02-08T03:39:21.662351Z,1549615161.0
241,10.818354999999992,2019-02-08T04:39:21.662351Z,1549618761.0
242,10.872212400000018,2019-02-08T05:39:21.662351Z,1549622361.0
243,10.853002699999985,2019-02-08T06:39:21.662351Z,1549625961.0
244,10.817378599999978,2019-02-08T07:39:21.662351Z,1549629561.0
245,10.719347399999998,2019-02-08T08:39:21.662351Z,1549633161.0
246,10.731948799999964,2019-02-08T09:39:21.662351Z,1549636761.0
247,10.879276199999987,2019-02-08T10:39:21.662351Z,1549640361.0
248,10.96737579999998,2019-02-08T11:39:21.662351Z,1549643961.0
249,11.0561964,2019-02-08T12:39:21.662351Z,1549647561.0
250,11.204654099999965,2019-02-08T13:39:21.662351Z,1549651161.0
251,11.42477540000001,2019-02-08T14:39:21.662351Z,1549654761.0
252,11.630407999999983,2019-02-08T15:39:21.662351Z,1549658361.0
253,11.640647499999995,2019-02-08T16:39:21.662351Z,1549661961.0
254,11.828265699999998,2019-02-08T17:39:21.662351Z,1549665561.0
255,11.903127899999982,2019-02-08T18:39:21.662351Z,1549669161.0
256,12.161890799999975,2019-02-08T19:39:21.662351Z,1549672761.0
257,12.172325999999993,2019-02-08T20:39:21.662351Z,1549676361.0
258,12.141974599999992,2019-02-08T21:39:21.662351Z,1549679961.0
259,12.383722199999989,2019-02-08T22:39:21.662351Z,1549683561.0
260,12.523763400000002,2019-02-08T23:39:21.662351Z,1549687161.0
261,12.59611279999998,2019-02-09T00:39:21.662351Z,1549690761.0
262,12.649106999999981,2019-02-09T01:39:21.662351Z,1549694361.0
263,12.641469899999999,2019-02-09T02:39:21.662351Z,1549697961.0
264,12.478495499999974,2019-02-09T03:39:21.662351Z,1549701561.0
265,12.214156799999978,2019-02-09T04:39:21.662351Z,1549705161.0
266,12.08323129999996,2019-02-09T05:39:21.662351Z,1549708761.0
267,12.26550969999999,2019-02-09T06:39:21.662351Z,1549712361.0
268,12.182971299999986,2019-02-09T07:39:21.662351Z,1549715961.0
269,12.308189899999997,2019-02-09T08:39:21.662351Z,1549719561.0
270,12.206133499999988,2019-02-09T09:39:21.662351Z,1549723161.0
271,12.243109199999987,2019-02-09T10:39:21.662351Z,1549726761.0
272,12.372553500000004,2019-02-09T11:39:21.662351Z,1549730361.0
273,12.250271799999974,2019-02-09T12:39:21.662351Z,1549733961.0
274,12.2201033,2019-02-09T13:39:21.662351Z,1549737561.0
275,12.19033069999997,2019-02-09T14:39:21.662351Z,1549741161.0
276,12.496754299999987,2019-02-09T15:39:21.662351Z,1549744761.0
277,12.353757699999983,2019-02-09T16:39:21.662351Z,1549748361.0
278,12.351970099999983,2019-02-09T17:39:21.662351Z,1549751961.0
279,12.529288599999996,2019-02-09T18:39:21.662351Z,1549755561.0
280,12.523282299999972,2019-02-09T19:39:21.662351Z,1549759161.0
281,12.35027429999999,2019-02-09T20:39:21.662351Z,1549762761.0
282,12.481023799999969,2019-02-09T21:39:21.662351Z,1549766361.0
283,12.396040499999993,2019-02-09T22:39:21.662351Z,1549769961.0
284,12.407612299999977,2019-02-09T23:39:21.662351Z,1549773561.0
285,12.617370199999977,2019-02-10T00:39:21.662351Z,1549777161.0
286,12.836716199999978,2019-02-10T01:39:21.662351Z,1549780761.0
287,12.776365599999986,2019-02-10T02:39:21.662351Z,1549784361.0
288,13.015629699999971,2019-02-10T03:39:21.662351Z,1549787961.0
289,12.945594699999981,2019-02-10T04:39:21.662351Z,1549791561.0
290,12.89226379999999,2019-02-10T05:39:21.662351Z,1549795161.0
291,12.797408400000018,2019-02-10T06:39:21.662351Z,1549798761.0
292,12.829474900000003,2019-02-10T07:39:21.662351Z,1549802361.0
293,13.094735999999978,2019-02-10T08:39:21.662351Z,1549805961.0
294,13.13739359999999,2019-02-10T09:39:21.662351Z,1549809561.0
295,13.30325709999999,2019-02-10T10:39:21.662351Z,1549813161.0
296,13.481297400000011,2019-02-10T11:39:21.662351Z,1549816761.0
297,13.405137799999972,2019-02-10T12:39:21.662351Z,1549820361.0
298,13.5049845,2019-02-10T13:39:21.662351Z,1549823961.0
299,13.489070899999996,2019-02-10T14:39:21.662351Z,1549827561.0
300,13.492201999999986,2019-02-10T15:39:21.662351Z,1549831161.0
301,13.855605399999996,2019-02-10T16:39:21.662351Z,1549834761.0
302,14.079984599999984,2019-02-10T17:39:21.662351Z,1549838361.0
303,14.119640199999987,2019-02-10T18:39:21.662351Z,1549841961.0
304,14.268937400000022,2019-02-10T19:39:21.662351Z,1549845561.0
305,14.38032090000001,2019-02-10T20:39:21.662351Z,1549849161.0
306,14.495654499999995,2019-02-10T21:39:21.662351Z,1549852761.0
307,14.687399799999975,2019-02-10T22:39:21.662351Z,1549856361.0
308,14.626241699999975,2019-02-10T23:39:21.662351Z,1549859961.0
309,14.842905199999985,2019-02-11T00:39:21.662351Z,1549863561.0
310,15.087154199999981,2019-02-11T01:39:21.662351Z,1549867161.0
311,15.002785600000005,2019-02-11T02:39:21.662351Z,1549870761.0
312,14.866958099999971,2019-02-11T03:39:21.662351Z,1549874361.0
313,14.855265999999995,2019-02-11T04:39:21.662351Z,1549877961.0
314,14.993721099999982,2019-02-11T05:39:21.662351Z,1549881561.0
315,15.036552599999988,2019-02-11T06:39:21.662351Z,1549885161.0
316,14.803748499999978,2019-02-11T07:39:21.662351Z,1549888761.0
317,14.725220599999995,2019-02-11T08:39:21.662351Z,1549892361.0
318,14.792851899999983,2019-02-11T09:39:21.662351Z,1549895961.0
319,14.68027579999997,2019-02-11T10:39:21.662351Z,1549899561.0
320,14.881997000000007,2019-02-11T11:39:21.662351Z,1549903161.0
321,14.656971499999992,2019-02-11T12:39:21.662351Z,1549906761.0
322,14.736904199999964,2019-02-11T13:39:21.662351Z,1549910361.0
323,14.775401799999964,2019-02-11T14:39:21.662351Z,1549913961.0
324,14.656347799999958,2019-02-11T15:39:21.662351Z,1549917561.0
325,14.610713099999993,2019-02-11T16:39:21.662351Z,1549921161.0
326,14.648964499999972,2019-02-11T17:39:21.662351Z,1549924761.0
327,14.674559799999992,2019-02-11T18:39:21.662351Z,1549928361.0
328,14.765386599999994,2019-02-11T19:39:21.662351Z,1549931961.0
329,14.662763199999967,2019-02-11T20:39:21.662351Z,1549935561.0
330,14.537527500000005,2019-02-11T21:39:21.662351Z,1549939161.0
331,14.367720599999979,2019-02-11T22:39:21.662351Z,1549942761.0
332,14.290473799999967,2019-02-11T23:39:21.662351Z,1549946361.0
333,14.210203400000006,2019-02-12T00:39:21.662351Z,1549949961.0
334,14.188601400000005,2019-02-12T01:39:21.662351Z,1549953561.0
335,14.447384299999976,2019-02-12T02:39:21.662351Z,1549957161.0
336,14.237246999999991,2019-02-12T03:39:21.662351Z,1549960761.0
337,14.360999699999974,2019-02-12T04:39:21.662351Z,1549964361.0
338,14.405932599999995,2019-02-12T05:39:21.662351Z,1549967961.0
339,14.651205400000004,2019-02-12T06:39:21.662351Z,1549971561.0
340,14.65016549999998,2019-02-12T07:39:21.662351Z,1549975161.0
341,14.726514000000003,2019-02-12T08:39:21.662351Z,1549978761.0
342,14.965126799999974,2019-02-12T09:39:21.662351Z,1549982361.0
343,14.942124900000005,2019-02-12T10:39:21.662351Z,1549985961.0
344,15.037593900000013,2019-02-12T11:39:21.662351Z,1549989561.0
345,14.942902699999985,2019-02-12T12:39:21.662351Z,1549993161.0
346,14.76196339999998,2019-02-12T13:39:21.662351Z,1549996761.0
347,14.794376799999975,2019-02-12T14:39:21.662351Z,1550000361.0
348,14.9754776,2019-02-12T15:39:21.662351Z,1550003961.0
349,15.075199799999973,2019-02-12T16:39:21.662351Z,1550007561.0
350,14.906902400000002,2019-02-12T17:39:21.662351Z,1550011161.0
351,14.962933999999985,2019-02-12T18:39:21.662351Z,1550014761.0
352,14.916471599999989,2019-02-12T19:39:21.662351Z,1550018361.0
353,14.825856400000015,2019-02-12T20:39:21.662351Z,1550021961.0
354,14.725540199999978,2019-02-12T21:39:21.662351Z,1550025561.0
355,14.615385999999996,2019-02-12T22:39:21.662351Z,1550029161.0
356,14.814426899999996,2019-02-12T23:39:21.662351Z,1550032761.0
357,15.128674799999965,2019-02-13T00:39:21.662351Z,1550036361.0
358,15.24377779999997,2019-02-13T01:39:21.662351Z,1550039961.0
359,15.224487000000005,2019-02-13T02:39:21.662351Z,1550043561.0
360,15.034336699999978,2019-02-13T03:39:21.662351Z,1550047161.0
361,14.967826199999985,2019-02-13T04:39:21.662351Z,1550050761.0
362,15.068677500000002,2019-02-13T05:39:21.662351Z,1550054361.0
363,15.08298089999999,2019-02-13T06:39:21.662351Z,1550057961.0
364,15.005092199999973,2019-02-13T07:39:21.662351Z,1550061561.0
365,14.769465299999974,2019-02-13T08:39:21.662351Z,1550065161.0
366,14.758380899999986,2019-02-13T09:39:21.662351Z,1550068761.0
367,14.682933500000013,2019-02-13T10:39:21.662351Z,1550072361.0
368,14.891312199999982,2019-02-13T11:39:21.662351Z,1550075961.0
369,14.857109299999957,2019-02-13T12:39:21.662351Z,1550079561.0
370,14.62029649999999,2019-02-13T13:39:21.662351Z,1550083161.0
371,14.59231959999999,2019-02-13T14:39:21.662351Z,1550086761.0
372,14.420026599999995,2019-02-13T15:39:21.662351Z,1550090361.0
373,14.5162171,2019-02-13T16:39:21.662351Z,1550093961.0
374,14.61536279999998,2019-02-13T17:39:21.662351Z,1550097561.0
375,14.521863399999996,2019-02-13T18:39:21.662351Z,1550101161.0
376,14.634791599999966,2019-02-13T19:39:21.662351Z,1550104761.0
377,14.453347599999995,2019-02-13T20:39:21.662351Z,1550108361.0
378,14.32140169999999,2019-02-13T21:39:21.662351Z,1550111961.0
379,14.253064999999987,2019-02-13T22:39:21.662351Z,1550115561.0
380,14.06139290000001,2019-02-13T23:39:21.662351Z,1550119161.0
381,14.273324699999984,2019-02-14T00:39:21.662351Z,1550122761.0
382,14.354161699999986,2019-02-14T01:39:21.662351Z,1550126361.0
383,14.230028900000002,2019-02-14T02:39:21.662351Z,1550129961.0
384,14.33554549999999,2019-02-14T03:39:21.662351Z,1550133561.0
385,14.43359119999999,2019-02-14T04:39:21.662351Z,1550137161.0
386,14.533846699999964,2019-02-14T05:39:21.662351Z,1550140761.0
387,14.482739199999992,2019-02-14T06:39:21.662351Z,1550144361.0
388,14.663137999999998,2019-02-14T07:39:21.662351Z,1550147961.0
389,14.676549599999982,2019-02-14T08:39:21.662351Z,1550151561.0
390,14.515647699999983,2019-02-14T09:39:21.662351Z,1550155161.0
391,14.769452499999995,2019-02-14T10:39:21.662351Z,1550158761.0
392,14.77118240000001,2019-02-14T11:39:21.662351Z,1550162361.0
393,14.953135799999979,2019-02-14T12:39:21.662351Z,1550165961.0
394,14.897400900000003,2019-02-14T13:39:21.662351Z,1550169561.0
395,15.179740199999992,2019-02-14T14:39:21.662351Z,1550173161.0
396,15.350021099999987,2019-02-14T15:39:21.662351Z,1550176761.0
