,Tb_model,Tb_mod_n,TimeStamp,epoc
26,136.66962130000002,135.333866,2019-01-28T20:39:21.662351Z,1548725961.0
27,136.84960890000002,135.4655707,2019-01-28T21:39:21.662351Z,1548729561.0
28,136.7928397,135.380074,2019-01-28T22:39:21.662351Z,1548733161.0
29,136.8402941,135.392149,2019-01-28T23:39:21.662351Z,1548736761.0
30,136.8837303,135.3907968,2019-01-29T00:39:21.662351Z,1548740361.0
31,136.9917509,135.4514525,2019-01-29T01:39:21.662351Z,1548743961.0
32,137.1431929,135.5613178,2019-01-29T02:39:21.662351Z,1548747561.0
33,137.3192113,135.6855449,2019-01-29T03:39:21.662351Z,1548751161.0
34,137.3426211,135.675413,2019-01-29T04:39:21.662351Z,1548754761.0
35,137.5127305,135.8057102,2019-01-29T05:39:21.662351Z,1548758361.0
36,137.55079640000002,135.8074966,2019-01-29T06:39:21.662351Z,1548761961.0
37,137.57214330000002,135.8044711,2019-01-29T07:39:21.662351Z,1548765561.0
38,137.7207814,135.9072892,2019-01-29T08:39:21.662351Z,1548769161.0
39,137.8462013,135.9950922,2019-01-29T09:39:21.662351Z,1548772761.0
40,138.0759267,136.1794382,2019-01-29T10:39:21.662351Z,1548776361.0
41,138.1790871,136.25174119999997,2019-01-29T11:39:21.662351Z,1548779961.0
42,138.12905580000003,136.1785717,2019-01-29T12:39:21.662351Z,1548783561.0
43,138.16334809999998,136.192029,2019-01-29T13:39:21.662351Z,1548787161.0
44,138.17751859999998,136.1823608,2019-01-29T14:39:21.662351Z,1548790761.0
45,138.2032807,136.18100980000003,2019-01-29T15:39:21.662351Z,1548794361.0
46,138.45617380000002,136.38793940000002,2019-01-29T16:39:21.662351Z,1548797961.0
47,138.44268069999998,136.3503386,2019-01-29T17:39:21.662351Z,1548801561.0
48,138.7605679,136.62199109999997,2019-01-29T18:39:21.662351Z,1548805161.0
49,138.8225977,136.6549696,2019-01-29T19:39:21.662351Z,1548808761.0
50,139.1032988,136.891202,2019-01-29T20:39:21.662351Z,1548812361.0
51,139.24905890000002,137.0027928,2019-01-29T21:39:21.662351Z,1548815961.0
52,139.3021737,137.02712490000002,2019-01-29T22:39:21.662351Z,1548819561.0
53,139.2803892,136.9770836,2019-01-29T23:39:21.662351Z,1548823161.0
54,139.3779263,137.0445585,2019-01-30T00:39:21.662351Z,1548826761.0
55,139.44475369999998,137.08636330000002,2019-01-30T01:39:21.662351Z,1548830361.0
56,139.3047098,136.9347185,2019-01-30T02:39:21.662351Z,1548833961.0
57,139.291084,136.8993594,2019-01-30T03:39:21.662351Z,1548837561.0
58,139.3968739,136.97594530000003,2019-01-30T04:39:21.662351Z,1548841161.0
59,139.5586185,137.0995224,2019-01-30T05:39:21.662351Z,1548844761.0
60,139.3220795,136.8519202,2019-01-30T06:39:21.662351Z,1548848361.0
61,139.1479872,136.6607059,2019-01-30T07:39:21.662351Z,1548851961.0
62,139.1568154,136.6464565,2019-01-30T08:39:21.662351Z,1548855561.0
63,139.2494379,136.70867880000003,2019-01-30T09:39:21.662351Z,1548859161.0
64,139.2351005,136.67316540000002,2019-01-30T10:39:21.662351Z,1548862761.0
65,139.2002325,136.61464919999997,2019-01-30T11:39:21.662351Z,1548866361.0
66,139.3050996,136.6887385,2019-01-30T12:39:21.662351Z,1548869961.0
67,139.0642247,136.4384126,2019-01-30T13:39:21.662351Z,1548873561.0
68,138.9007291,136.26166369999999,2019-01-30T14:39:21.662351Z,1548877161.0
69,138.8106939,136.15375769999997,2019-01-30T15:39:21.662351Z,1548880761.0
70,138.8087793,136.1226235,2019-01-30T16:39:21.662351Z,1548884361.0
71,138.6362006,135.94042199999998,2019-01-30T17:39:21.662351Z,1548887961.0
72,138.6681731,135.9507279,2019-01-30T18:39:21.662351Z,1548891561.0
73,138.60255469999998,135.8614996,2019-01-30T19:39:21.662351Z,1548895161.0
74,138.6202159,135.8607111,2019-01-30T20:39:21.662351Z,1548898761.0
75,138.44649209999997,135.6807872,2019-01-30T21:39:21.662351Z,1548902361.0
76,138.5124195,135.7179481,2019-01-30T22:39:21.662351Z,1548905961.0
77,138.33344259999998,135.5289502,2019-01-30T23:39:21.662351Z,1548909561.0
78,138.2776736,135.4606872,2019-01-31T00:39:21.662351Z,1548913161.0
79,138.32709069999999,135.49036850000002,2019-01-31T01:39:21.662351Z,1548916761.0
80,138.3738739,135.5084062,2019-01-31T02:39:21.662351Z,1548920361.0
81,138.4178009,135.52847549999998,2019-01-31T03:39:21.662351Z,1548923961.0
82,138.52767680000002,135.6116855,2019-01-31T04:39:21.662351Z,1548927561.0
83,138.62394369999998,135.6842239,2019-01-31T05:39:21.662351Z,1548931161.0
84,138.484988,135.5420602,2019-01-31T06:39:21.662351Z,1548934761.0
85,138.54414640000002,135.5823031,2019-01-31T07:39:21.662351Z,1548938361.0
86,138.60616230000002,135.62020619999998,2019-01-31T08:39:21.662351Z,1548941961.0
87,138.61167869999997,135.6087451,2019-01-31T09:39:21.662351Z,1548945561.0
88,138.7306126,135.7023248,2019-01-31T10:39:21.662351Z,1548949161.0
89,138.74486100000001,135.7095181,2019-01-31T11:39:21.662351Z,1548952761.0
90,138.7582366,135.7116471,2019-01-31T12:39:21.662351Z,1548956361.0
91,138.79409819999998,135.73237,2019-01-31T13:39:21.662351Z,1548959961.0
92,138.8172256,135.7373455,2019-01-31T14:39:21.662351Z,1548963561.0
93,138.7967052,135.70859480000001,2019-01-31T15:39:21.662351Z,1548967161.0
94,138.76512769999997,135.67331869999998,2019-01-31T16:39:21.662351Z,1548970761.0
95,138.75552230000002,135.6482625,2019-01-31T17:39:21.662351Z,1548974361.0
96,138.6613325,135.55150830000002,2019-01-31T18:39:21.662351Z,1548977961.0
97,138.7517166,135.62666950000002,2019-01-31T19:39:21.662351Z,1548981561.0
98,138.65602280000002,135.5274569,2019-01-31T20:39:21.662351Z,1548985161.0
99,138.5921438,135.45968180000003,2019-01-31T21:39:21.662351Z,1548988761.0
100,138.51377250000002,135.33397639999998,2019-01-31T22:39:21.662351Z,1548992361.0
101,138.75716730000002,135.4763939,2019-01-31T23:39:21.662351Z,1548995961.0
102,139.04535380000002,135.6662341,2019-02-01T00:39:21.662351Z,1548999561.0
103,139.10254650000002,135.6473844,2019-02-01T01:39:21.662351Z,1549003161.0
104,139.32500430000002,135.78457590000002,2019-02-01T02:39:21.662351Z,1549006761.0
105,139.32085469999998,135.7309119,2019-02-01T03:39:21.662351Z,1549010361.0
106,139.5740609,135.8855858,2019-02-01T04:39:21.662351Z,1549013961.0
107,139.41187040000003,135.68285,2019-02-01T05:39:21.662351Z,1549017561.0
108,139.4018043,135.614399,2019-02-01T06:39:21.662351Z,1549021161.0
109,139.5215677,135.65415259999997,2019-02-01T07:39:21.662351Z,1549024761.0
110,139.6685831,135.7197196,2019-02-01T08:39:21.662351Z,1549028361.0
111,139.7240863,135.71791299999998,2019-02-01T09:39:21.662351Z,1549031961.0
112,139.81944950000002,135.72892969999998,2019-02-01T10:39:21.662351Z,1549035561.0
113,139.81873330000002,135.66043359999998,2019-02-01T11:39:21.662351Z,1549039161.0
114,139.6662061,135.462675,2019-02-01T12:39:21.662351Z,1549042761.0
115,139.8175658,135.52210480000002,2019-02-01T13:39:21.662351Z,1549046361.0
116,139.7088379,135.37648149999998,2019-02-01T14:39:21.662351Z,1549049961.0
117,139.66233359999998,135.2777162,2019-02-01T15:39:21.662351Z,1549053561.0
118,139.6936523,135.2422311,2019-02-01T16:39:21.662351Z,1549057161.0
119,139.5539905,135.07755669999997,2019-02-01T17:39:21.662351Z,1549060761.0
120,139.47352990000002,134.95983869999998,2019-02-01T18:39:21.662351Z,1549064361.0
121,139.42753100000002,134.878433,2019-02-01T19:39:21.662351Z,1549067961.0
122,139.5018378,134.8977581,2019-02-01T20:39:21.662351Z,1549071561.0
123,139.516129,134.8570481,2019-02-01T21:39:21.662351Z,1549075161.0
124,139.5246551,134.8291793,2019-02-01T22:39:21.662351Z,1549078761.0
125,139.7748251,134.99875690000002,2019-02-01T23:39:21.662351Z,1549082361.0
126,139.7446081,134.94159069999998,2019-02-02T00:39:21.662351Z,1549085961.0
127,139.95562280000001,135.0695603,2019-02-02T01:39:21.662351Z,1549089561.0
128,140.0603721,135.118764,2019-02-02T02:39:21.662351Z,1549093161.0
129,140.24657230000003,135.2334848,2019-02-02T03:39:21.662351Z,1549096761.0
130,140.2688708,135.2055014,2019-02-02T04:39:21.662351Z,1549100361.0
131,140.2386475,135.14615,2019-02-02T05:39:21.662351Z,1549103961.0
132,140.1708364,135.05864640000001,2019-02-02T06:39:21.662351Z,1549107561.0
133,140.1804762,135.0280957,2019-02-02T07:39:21.662351Z,1549111161.0
134,140.2197529,135.0390998,2019-02-02T08:39:21.662351Z,1549114761.0
135,140.1757045,134.96276819999997,2019-02-02T09:39:21.662351Z,1549118361.0
136,140.3168249,135.0455554,2019-02-02T10:39:21.662351Z,1549121961.0
137,140.5553746,135.214855,2019-02-02T11:39:21.662351Z,1549125561.0
138,140.8494517,135.4432905,2019-02-02T12:39:21.662351Z,1549129161.0
139,140.94644350000002,135.49233590000003,2019-02-02T13:39:21.662351Z,1549132761.0
140,141.04934939999998,135.5620385,2019-02-02T14:39:21.662351Z,1549136361.0
141,141.09683090000001,135.56870519999998,2019-02-02T15:39:21.662351Z,1549139961.0
142,141.188398,135.6098129,2019-02-02T16:39:21.662351Z,1549143561.0
143,141.2729379,135.6457366,2019-02-02T17:39:21.662351Z,1549147161.0
144,141.4696601,135.78483830000002,2019-02-02T18:39:21.662351Z,1549150761.0
145,141.4915237,135.78066330000001,2019-02-02T19:39:21.662351Z,1549154361.0
146,141.5241824,135.7933323,2019-02-02T20:39:21.662351Z,1549157961.0
147,141.5891884,135.82538169999998,2019-02-02T21:39:21.662351Z,1549161561.0
148,141.6093988,135.8092995,2019-02-02T22:39:21.662351Z,1549165161.0
149,141.7124906,135.8774525,2019-02-02T23:39:21.662351Z,1549168761.0
150,141.72914719999997,135.86434640000002,2019-02-03T00:39:21.662351Z,1549172361.0
151,142.0130872,135.9937621,2019-02-03T01:39:21.662351Z,1549175961.0
152,141.9028648,135.8092343,2019-02-03T02:39:21.662351Z,1549179561.0
153,141.944623,135.7485392,2019-02-03T03:39:21.662351Z,1549183161.0
154,141.8810034,135.6077392,2019-02-03T04:39:21.662351Z,1549186761.0
155,141.7280472,135.3866643,2019-02-03T05:39:21.662351Z,1549190361.0
156,142.0068976,135.5033769,2019-02-03T06:39:21.662351Z,1549193961.0
157,141.9942347,135.39084340000002,2019-02-03T07:39:21.662351Z,1549197561.0
158,142.215569,135.4577895,2019-02-03T08:39:21.662351Z,1549201161.0
159,142.1837042,135.3291237,2019-02-03T09:39:21.662351Z,1549204761.0
160,142.1233693,135.1835676,2019-02-03T10:39:21.662351Z,1549208361.0
161,142.14054109999998,135.1094762,2019-02-03T11:39:21.662351Z,1549211961.0
162,142.166673,135.0382402,2019-02-03T12:39:21.662351Z,1549215561.0
163,142.2571303,135.0195558,2019-02-03T13:39:21.662351Z,1549219161.0
164,142.3973622,135.02590039999998,2019-02-03T14:39:21.662351Z,1549222761.0
165,142.5031171,135.0182146,2019-02-03T15:39:21.662351Z,1549226361.0
166,142.2889134,134.75431980000002,2019-02-03T16:39:21.662351Z,1549229961.0
167,142.1604941,134.5685486,2019-02-03T17:39:21.662351Z,1549233561.0
168,142.4286439,134.6872745,2019-02-03T18:39:21.662351Z,1549237161.0
169,142.59632549999998,134.72915749999999,2019-02-03T19:39:21.662351Z,1549240761.0
170,142.8080571,134.8069819,2019-02-03T20:39:21.662351Z,1549244361.0
171,142.748307,134.6916842,2019-02-03T21:39:21.662351Z,1549247961.0
172,143.0072056,134.8180528,2019-02-03T22:39:21.662351Z,1549251561.0
173,142.9910132,134.73413530000002,2019-02-03T23:39:21.662351Z,1549255161.0
174,143.0580938,134.70971730000002,2019-02-04T00:39:21.662351Z,1549258761.0
175,143.1889548,134.7385869,2019-02-04T01:39:21.662351Z,1549262361.0
176,143.3956906,134.8266608,2019-02-04T02:39:21.662351Z,1549265961.0
177,143.48870569999997,134.832291,2019-02-04T03:39:21.662351Z,1549269561.0
178,143.6278356,134.870921,2019-02-04T04:39:21.662351Z,1549273161.0
179,143.80458259999997,134.9530254,2019-02-04T05:39:21.662351Z,1549276761.0
180,143.83038969999998,134.9161459,2019-02-04T06:39:21.662351Z,1549280361.0
181,144.1087028,135.0734903,2019-02-04T07:39:21.662351Z,1549283961.0
182,144.1641947,135.0554839,2019-02-04T08:39:21.662351Z,1549287561.0
183,144.13236750000002,134.98013410000001,2019-02-04T09:39:21.662351Z,1549291161.0
184,144.3081987,135.0753248,2019-02-04T10:39:21.662351Z,1549294761.0
185,144.2514086,134.98377030000003,2019-02-04T11:39:21.662351Z,1549298361.0
186,144.4946238,135.1153615,2019-02-04T12:39:21.662351Z,1549301961.0
187,144.678144,135.20725900000002,2019-02-04T13:39:21.662351Z,1549305561.0
188,144.63778100000002,135.12837919999998,2019-02-04T14:39:21.662351Z,1549309161.0
189,144.83362340000002,135.23977130000003,2019-02-04T15:39:21.662351Z,1549312761.0
190,145.15012119999997,135.43859609999998,2019-02-04T16:39:21.662351Z,1549316361.0
191,145.2182212,135.4371951,2019-02-04T17:39:21.662351Z,1549319961.0
192,145.49471369999998,135.6061343,2019-02-04T18:39:21.662351Z,1549323561.0
193,145.79456389999999,135.8027324,2019-02-04T19:39:21.662351Z,1549327161.0
194,145.81647959999998,135.7688656,2019-02-04T20:39:21.662351Z,1549330761.0
195,145.9652782,135.84665269999996,2019-02-04T21:39:21.662351Z,1549334361.0
196,146.17261519999997,135.9487244,2019-02-04T22:39:21.662351Z,1549337961.0
197,146.4861001,136.1462194,2019-02-04T23:39:21.662351Z,1549341561.0
198,146.7248274,136.2900078,2019-02-05T00:39:21.662351Z,1549345161.0
199,146.61217240000002,136.1462661,2019-02-05T01:39:21.662351Z,1549348761.0
200,146.6896481,136.1611689,2019-02-05T02:39:21.662351Z,1549352361.0
201,146.62324990000002,136.05436890000001,2019-02-05T03:39:21.662351Z,1549355961.0
202,146.58333180000002,135.98027199999999,2019-02-05T04:39:21.662351Z,1549359561.0
203,146.80742560000002,136.10248049999998,2019-02-05T05:39:21.662351Z,1549363161.0
204,147.01932230000003,136.2165155,2019-02-05T06:39:21.662351Z,1549366761.0
205,146.9168533,136.08137319999997,2019-02-05T07:39:21.662351Z,1549370361.0
206,146.7548524,135.8914041,2019-02-05T08:39:21.662351Z,1549373961.0
207,146.6676509,135.75769519999997,2019-02-05T09:39:21.662351Z,1549377561.0
208,146.64837509999998,135.6920036,2019-02-05T10:39:21.662351Z,1549381161.0
209,146.6804715,135.6572852,2019-02-05T11:39:21.662351Z,1549384761.0
210,146.688264,135.6124364,2019-02-05T12:39:21.662351Z,1549388361.0
211,146.5981,135.49346,2019-02-05T13:39:21.662351Z,1549391961.0
212,146.46161,135.33909119999998,2019-02-05T14:39:21.662351Z,1549395561.0
213,146.5372554,135.3460017,2019-02-05T15:39:21.662351Z,1549399161.0
214,146.63076809999998,135.3652606,2019-02-05T16:39:21.662351Z,1549402761.0
215,146.3872865,135.1187773,2019-02-05T17:39:21.662351Z,1549406361.0
216,146.256278,134.958991,2019-02-05T18:39:21.662351Z,1549409961.0
217,146.44897,135.05686780000002,2019-02-05T19:39:21.662351Z,1549413561.0
218,146.4976235,135.0430313,2019-02-05T20:39:21.662351Z,1549417161.0
219,146.6285977,135.1002648,2019-02-05T21:39:21.662351Z,1549420761.0
220,146.4425064,134.9092202,2019-02-05T22:39:21.662351Z,1549424361.0
221,146.2626869,134.72523030000002,2019-02-05T23:39:21.662351Z,1549427961.0
222,146.3298426,134.7334081,2019-02-06T00:39:21.662351Z,1549431561.0
223,146.1658253,134.56415800000002,2019-02-06T01:39:21.662351Z,1549435161.0
224,146.1562878,134.5284158,2019-02-06T02:39:21.662351Z,1549438761.0
225,146.34546519999998,134.651659,2019-02-06T03:39:21.662351Z,1549442361.0
226,146.59879740000002,134.8275885,2019-02-06T04:39:21.662351Z,1549445961.0
227,146.43098080000001,134.66239850000002,2019-02-06T05:39:21.662351Z,1549449561.0
228,146.6607763,134.814826,2019-02-06T06:39:21.662351Z,1549453161.0
229,146.67571709999999,134.8060374,2019-02-06T07:39:21.662351Z,1549456761.0
230,146.6737207,134.7722855,2019-02-06T08:39:21.662351Z,1549460361.0
231,146.64338519999998,134.7232743,2019-02-06T09:39:21.662351Z,1549463961.0
232,146.5939468,134.670682,2019-02-06T10:39:21.662351Z,1549467561.0
233,146.602302,134.6494007,2019-02-06T11:39:21.662351Z,1549471161.0
234,146.6068369,134.63254919999997,2019-02-06T12:39:21.662351Z,1549474761.0
235,146.6857791,134.6806092,2019-02-06T13:39:21.662351Z,1549478361.0
236,146.6746794,134.6512436,2019-02-06T14:39:21.662351Z,1549481961.0
237,146.82389009999997,134.7490884,2019-02-06T15:39:21.662351Z,1549485561.0
238,146.8029086,134.7225263,2019-02-06T16:39:21.662351Z,1549489161.0
239,147.19878219999998,135.0201014,2019-02-06T17:39:21.662351Z,1549492761.0
240,147.2246487,135.0193626,2019-02-06T18:39:21.662351Z,1549496361.0
241,147.162922,134.9573435,2019-02-06T19:39:21.662351Z,1549499961.0
242,147.49111630000002,135.1926709,2019-02-06T20:39:21.662351Z,1549503561.0
243,147.3756725,135.07395459999998,2019-02-06T21:39:21.662351Z,1549507161.0
244,147.5984142,135.2205421,2019-02-06T22:39:21.662351Z,1549510761.0
245,147.54771630000002,135.1660669,2019-02-06T23:39:21.662351Z,1549514361.0
246,147.7582747,135.3120892,2019-02-07T00:39:21.662351Z,1549517961.0
247,147.9575482,135.4345135,2019-02-07T01:39:21.662351Z,1549521561.0
248,147.89535669999998,135.361692,2019-02-07T02:39:21.662351Z,1549525161.0
249,147.83015690000002,135.2715586,2019-02-07T03:39:21.662351Z,1549528761.0
250,147.8505227,135.2637698,2019-02-07T04:39:21.662351Z,1549532361.0
251,148.05684499999998,135.3882851,2019-02-07T05:39:21.662351Z,1549535961.0
252,147.9429241,135.2711606,2019-02-07T06:39:21.662351Z,1549539561.0
253,147.7720085,135.1012482,2019-02-07T07:39:21.662351Z,1549543161.0
254,147.94074550000002,135.1921863,2019-02-07T08:39:21.662351Z,1549546761.0
255,148.1632305,135.336897,2019-02-07T09:39:21.662351Z,1549550361.0
256,147.9587926,135.1339727,2019-02-07T10:39:21.662351Z,1549553961.0
257,147.9108205,135.0502034,2019-02-07T11:39:21.662351Z,1549557561.0
258,148.1663706,135.2193009,2019-02-07T12:39:21.662351Z,1549561161.0
259,147.9848395,135.043522,2019-02-07T13:39:21.662351Z,1549564761.0
260,147.9802971,135.0113515,2019-02-07T14:39:21.662351Z,1549568361.0
261,147.9935044,134.9958611,2019-02-07T15:39:21.662351Z,1549571961.0
262,148.03414730000003,134.9860078,2019-02-07T16:39:21.662351Z,1549575561.0
263,148.1360517,135.03822380000003,2019-02-07T17:39:21.662351Z,1549579161.0
264,147.89497690000002,134.8116529,2019-02-07T18:39:21.662351Z,1549582761.0
265,147.8570425,134.7533642,2019-02-07T19:39:21.662351Z,1549586361.0
266,148.0610418,134.888749,2019-02-07T20:39:21.662351Z,1549589961.0
267,148.11240680000003,134.905719,2019-02-07T21:39:21.662351Z,1549593561.0
268,148.2614806,134.9908754,2019-02-07T22:39:21.662351Z,1549597161.0
269,148.09617269999998,134.84222409999998,2019-02-07T23:39:21.662351Z,1549600761.0
270,148.25670549999998,134.9549031,2019-02-08T00:39:21.662351Z,1549604361.0
271,148.3065325,134.977393,2019-02-08T01:39:21.662351Z,1549607961.0
272,148.2628566,134.91912230000003,2019-02-08T02:39:21.662351Z,1549611561.0
273,148.1508729,134.814429,2019-02-08T03:39:21.662351Z,1549615161.0
274,148.0178774,134.6875665,2019-02-08T04:39:21.662351Z,1549618761.0
275,148.07173480000003,134.7193586,2019-02-08T05:39:21.662351Z,1549622361.0
276,148.0525251,134.6892304,2019-02-08T06:39:21.662351Z,1549625961.0
277,148.016901,134.6469633,2019-02-08T07:39:21.662351Z,1549629561.0
278,147.9188698,134.563901,2019-02-08T08:39:21.662351Z,1549633161.0
279,147.93147119999998,134.5678806,2019-02-08T09:39:21.662351Z,1549636761.0
280,148.0787986,134.6759265,2019-02-08T10:39:21.662351Z,1549640361.0
281,148.1668982,134.73316830000002,2019-02-08T11:39:21.662351Z,1549643961.0
282,148.2557188,134.80407580000002,2019-02-08T12:39:21.662351Z,1549647561.0
283,148.40417649999998,134.908489,2019-02-08T13:39:21.662351Z,1549651161.0
284,148.62429780000002,135.084653,2019-02-08T14:39:21.662351Z,1549654761.0
285,148.8299304,135.2495954,2019-02-08T15:39:21.662351Z,1549658361.0
286,148.8401699,135.25907469999999,2019-02-08T16:39:21.662351Z,1549661961.0
287,149.0277881,135.3989426,2019-02-08T17:39:21.662351Z,1549665561.0
288,149.1026503,135.4586606,2019-02-08T18:39:21.662351Z,1549669161.0
289,149.3614132,135.6625879,2019-02-08T19:39:21.662351Z,1549672761.0
290,149.3718484,135.6578716,2019-02-08T20:39:21.662351Z,1549676361.0
291,149.341497,135.6238875,2019-02-08T21:39:21.662351Z,1549679961.0
292,149.5832446,135.8015756,2019-02-08T22:39:21.662351Z,1549683561.0
293,149.7232858,135.9065524,2019-02-08T23:39:21.662351Z,1549687161.0
294,149.7956352,135.94097119999998,2019-02-09T00:39:21.662351Z,1549690761.0
295,149.8486294,135.9637544,2019-02-09T01:39:21.662351Z,1549694361.0
296,149.8409923,135.9504025,2019-02-09T02:39:21.662351Z,1549697961.0
297,149.6780179,135.8111035,2019-02-09T03:39:21.662351Z,1549701561.0
298,149.4136792,135.5779866,2019-02-09T04:39:21.662351Z,1549705161.0
299,149.28275369999997,135.4638208,2019-02-09T05:39:21.662351Z,1549708761.0
300,149.4650321,135.54785669999998,2019-02-09T06:39:21.662351Z,1549712361.0
301,149.3824937,135.4405039,2019-02-09T07:39:21.662351Z,1549715961.0
302,149.5077123,135.4749293,2019-02-09T08:39:21.662351Z,1549719561.0
303,149.4056559,135.3395053,2019-02-09T09:39:21.662351Z,1549723161.0
304,149.4426316,135.30310669999997,2019-02-09T10:39:21.662351Z,1549726761.0
305,149.57207590000002,135.3349382,2019-02-09T11:39:21.662351Z,1549730361.0
306,149.44979419999999,135.186589,2019-02-09T12:39:21.662351Z,1549733961.0
307,149.4196257,135.119664,2019-02-09T13:39:21.662351Z,1549737561.0
308,149.38985309999998,135.047639,2019-02-09T14:39:21.662351Z,1549741161.0
309,149.6962767,135.23092409999998,2019-02-09T15:39:21.662351Z,1549744761.0
310,149.5532801,135.0758244,2019-02-09T16:39:21.662351Z,1549748361.0
311,149.5514925,135.0173104,2019-02-09T17:39:21.662351Z,1549751961.0
312,149.728811,135.0967497,2019-02-09T18:39:21.662351Z,1549755561.0
313,149.72280469999998,135.0496821,2019-02-09T19:39:21.662351Z,1549759161.0
314,149.5497967,134.8674739,2019-02-09T20:39:21.662351Z,1549762761.0
315,149.68054619999998,134.9169263,2019-02-09T21:39:21.662351Z,1549766361.0
316,149.5955629,134.80944730000002,2019-02-09T22:39:21.662351Z,1549769961.0
317,149.6071347,134.77027780000003,2019-02-09T23:39:21.662351Z,1549773561.0
318,149.8168926,134.89245269999998,2019-02-10T00:39:21.662351Z,1549777161.0
319,150.0362386,135.0125549,2019-02-10T01:39:21.662351Z,1549780761.0
320,149.975888,134.935334,2019-02-10T02:39:21.662351Z,1549784361.0
321,150.21515209999998,135.090924,2019-02-10T03:39:21.662351Z,1549787961.0
322,150.1451171,135.0051133,2019-02-10T04:39:21.662351Z,1549791561.0
323,150.0917862,134.9335501,2019-02-10T05:39:21.662351Z,1549795161.0
324,149.99693080000003,134.83069719999997,2019-02-10T06:39:21.662351Z,1549798761.0
325,150.02899730000001,134.8316754,2019-02-10T07:39:21.662351Z,1549802361.0
326,150.2942584,135.0036362,2019-02-10T08:39:21.662351Z,1549805961.0
327,150.336916,135.0242665,2019-02-10T09:39:21.662351Z,1549809561.0
328,150.5027795,135.1300004,2019-02-10T10:39:21.662351Z,1549813161.0
329,150.68081980000002,135.2385263,2019-02-10T11:39:21.662351Z,1549816761.0
330,150.60466019999998,135.1694621,2019-02-10T12:39:21.662351Z,1549820361.0
331,150.7045069,135.22232590000002,2019-02-10T13:39:21.662351Z,1549823961.0
332,150.6885933,135.2018874,2019-02-10T14:39:21.662351Z,1549827561.0
333,150.6917244,135.1846417,2019-02-10T15:39:21.662351Z,1549831161.0
334,151.0551278,135.4464387,2019-02-10T16:39:21.662351Z,1549834761.0
335,151.279507,135.5971493,2019-02-10T17:39:21.662351Z,1549838361.0
336,151.3191626,135.6072679,2019-02-10T18:39:21.662351Z,1549841961.0
337,151.46845980000003,135.69266969999998,2019-02-10T19:39:21.662351Z,1549845561.0
338,151.57984330000002,135.74757030000004,2019-02-10T20:39:21.662351Z,1549849161.0
339,151.6951769,135.80855730000002,2019-02-10T21:39:21.662351Z,1549852761.0
340,151.8869222,135.9283602,2019-02-10T22:39:21.662351Z,1549856361.0
341,151.8257641,135.8655454,2019-02-10T23:39:21.662351Z,1549859961.0
342,152.0424276,136.0064007,2019-02-11T00:39:21.662351Z,1549863561.0
343,152.2866766,136.16236899999998,2019-02-11T01:39:21.662351Z,1549867161.0
344,152.20230800000002,136.0790142,2019-02-11T02:39:21.662351Z,1549870761.0
345,152.06648049999998,135.9524385,2019-02-11T03:39:21.662351Z,1549874361.0
346,152.0547884,135.91327009999998,2019-02-11T04:39:21.662351Z,1549877961.0
347,152.1932435,135.9841112,2019-02-11T05:39:21.662351Z,1549881561.0
